id,url,date,title,location,description,info,horaires,salairemin,salairemax,entreprise,experience,contrat,debutant
2714327,https://candidat.pole-emploi.fr/offres/recherche/detail/2714327,2026-05-16,Offre d'emploi Apprenti Data scientist H/F - 75 - Paris 9e Arrondissement - 2714327 | France Travail,75 - Paris 9e Arrondissement,"Fondé en 1865 par Jules et Augustine Jaluzot, le Printemps est un des leaders français emblématiques du commerce dans les secteurs de la mode, du luxe, de la beauté et du lifestyle. Il regroupe 3 000 collaborateurs qui se distinguent par leur sens du service et leur personnalité unique. Avec 21 magasins Printemps en France, dont 4 affiliés, 2 outlets, 2 magasins à l'international (Doha et New York) et son site e-commerce - printemps.com -, le Printemps s'impose aujourd'hui comme un acteur omnicanal incontournable, distribuant plus de 3 000 marques.
Depuis sa création, fort d'un patrimoine artistique et architectural exceptionnel, le Printemps ne cesse d'innover et de se lancer de nouveaux défis. Parce que comme la saison, le Printemps est synonyme de renouveau permanent ! 

        Vos missions :
Le Printemps recherche un Apprenti Data Scientist pour développer des projets data-driven, à base de Machine Learning et d'IA.
Vous contribuerez à l'implémentation de modèles prédictifs pour soutenir la prise de décision stratégique. L'équipe cherche un profil autonome, proactif, curieux et avec une forte appétence business.
Au sein de la Direction des Opérations du groupe, le profil sera sous la responsabilité fonctionnelle du Lead Data Science

Mener des analyses exploratoires afin de générer des insights clés et émettre des recommandations data-driven aux équipes métiers
- Implémenter des approches à base de ML et/ou d'IA Générative pour adresser des enjeux métiers concrets.
- Participer aux phases d'idéation et de déploiement en production des projets ML et IA.
- Restituer les analyses et modélisations à des audiences techniques comme métier
		
	Stack technique : 
Outils de data science : Python, VSCode, Git, Docker, Snowpark
Environnement cloud : Azure
Entrepôt de données : Snowflake, dbt
BI : Microstrategy
Profil recherché :
Formation en modélisation statistique, avec au moins un niveau Bac+3.
 Une certaine autonomie en programmation en Python pour de l'analyse de donnée
Vous avez déjà réalisé un projet en Machine Learning ou dans une discipline connexe de modélisation statistique (Econométrie, Actuariat etc.)
Un fort esprit analytique, orienté vers les résultats, une excellente communication ainsi qu'une forte appétence pour comprendre les enjeux métiers
Force de proposition et curiosité intellectuelle pour améliorer les pratiques au sein de l'équipe projet.
Les plus :
Vous avez de l'expérience avec Git
Vous avez de l'expérience avec SQL
Vous avez de l'expérience sur un projet d'IA Générative (prompting, RAG...).
Vous avez de l'expérience dans le secteur retail ou e-commerce.","
CDD - 12 Mois

Contrat apprentissage
",Travail en journée,unspecified,unspecified,Unspecified,1 An(s),CDD - 12 Mois,False
2711413,https://candidat.pole-emploi.fr/offres/recherche/detail/2711413,2026-05-16,Offre d'emploi Data scientist (H/F) - 92 - Hauts-de-Seine - 2711413 | France Travail,92 - Hauts-de-Seine,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Wavestone recherche actuellement des profils :
Description de l'entreprise
Rejoignez un cabinet de conseil international qui accompagne les grandes transformations stratégiques .
Nous sommes Wavestone : des expert·es passionné·es et orienté·es solutions , qui placent l'humain au cœur de la performance et de la croissance. Ambitieux·ses et en pleine expansion, nous développons sans cesse notre portefeuille de clients et de projets, avec une portée internationale et une réelle volonté de générer un impact positif.
Êtes-vous un vrai team player, porté par des valeurs fortes ? Êtes-vous curieux·se et déterminé·e, avec l'envie d'apprendre chaque jour ? Êtes-vous du genre à relever les défis sans hésiter ? Alors vous êtes au bon endroit. Rejoignez Wavestone et exprimez votre potentiel dans un environnement stimulant et collaboratif, où l'on transforme les défis d'aujourd'hui en opportunités de demain.
Description du poste
Rejoindre la Business Unit AI, c'est intégrer une équipe de près de 200 consultant·e·s passionné·e·s qui accompagnent les grandes organisations dans la transformation de leurs modèles par la donnée et l'intelligence artificielle.
Nous intervenons de bout en bout , de la détection de cas d'usage IA à fort impact métier à la conception de plateformes technologiques de pointe, jusqu'à la définition de modèles de gouvernance responsables et scalables .
Nous opérons auprès de clients grands comptes, en France et à l'international , en synergie avec les autres expertises du cabinet pour maximiser l'impact de nos interventions.
En tant que Consultant.e Confirmé.e AI transformation & data gouvernance, vous jouerez un rôle essentiel dans la structuration et la mise en œuvre de l'IA à l'échelle au sein de nos clients Définir et porter des stratégies IA alignées avec les priorités business et la vision des instances dirigeantes.
* Concevoir et déployer des Target Operating Models IA permettant l'industrialisation des cas d'usage et des copilotes à grande échelle.
* Structurer et renforcer les dispositifs de gouvernance IA : lifecycle management, FinOps, ownership, data protection.
* Concevoir et piloter des programmes de conduite du changement à l'échelle (acculturation dirigeants, adoption métiers, transformation des rôles Évaluer la valeur et le ROI des initiatives IA , prioriser les portefeuilles de cas d'usage et définir les KPI de succès.
* Piloter la mise en conformité avec l'AI Act et les réglementations sectorielles, en lien avec les directions juridiques, risques et conformité.
* Intégrer les enjeux de cybersécurité et de résilience dans les solutions IA (Secure GenAI, analyses de risques, Zero Trust Animer la co-construction avec les équipes métiers , IT, data, juridiques, DPO, CISO Contribuer activement au développement de l'expertise du cabinet : publications, benchmarks, offres, formations internes, conférences.
Qualifications
Nous cherchons des candidat.e.s avec une envie d'apprendre et de se challenger dans un environnement dynamique et en constante évolution.
Type de profil Diplômé.e d'une grande école d'ingénieurs, école de commerce ou université avec spécialisation data / IA.
* 1 à 3 ans d'expérience en CDI en conseil, data, IA ou environnement technologique exigeant.
* Intérêt marqué pour les enjeux business et transformation liés à l'IA.
* Français et anglais professionnels.
Autres compétences appréciées pour ce poste Vous maîtrisez les enjeux de stratégie IA , de gouvernance , d'operating model et de passage à l'échelle des cas d'usage.
* Vous êtes à l'aise avec le pilotage de la valeur (ROI, KPI, business cases) et la priorisation de portefeuilles IA.
* Vous avez une expérience confirmée dans la relation client , l'animation d'ateliers de cadrage et l'accompagnement de décideurs (directions métiers, IT, Comex Vous comprenez les enjeux de risques , conformité et cybersécurité liés à l'IA et à la GenAI.
Informations supplémentaires
En rejoignant Wavestone, vous bénéficierez de Carreer model: une carrière sur mesure, cela signifie pour nous des possibilités de développement individuel. Notre Wavestone Horizon vous permet une évolution rapide de votre parcours et de la dynamique salariale.
* Further training : let's grow together ! Vous avez accès à un vaste catalogue de formations et de certifications (cloud, DevOps, GenAI, etc.) pour vous former continuellement.
* Smartworking : le travail flexible et mobile fait partie de notre ADN et perm","
CDI

Contrat travail
",unspecified,unspecified,unspecified,Unspecified,1 An(s),CDI,False
2709398,https://candidat.pole-emploi.fr/offres/recherche/detail/2709398,2026-05-16,Offre d'emploi Data scientist (H/F) - 31 - Toulouse - 2709398 | France Travail,31 - Toulouse,"Description du poste Job Description:***Rejoignez Airbus Protect en tant que Data Scientist - AI Critical Systems (All Gender) , et soyez un acteur actif dans le développement de l'IA et les activités de certification pour la communauté aéronautique.***Missions & Responsabilités***Développement de modèle End-to-End et Optimisation Concevoir, développer et optimiser des modèles d'IA avancés, en se concentrant sur l'IA embarquée.***Mettre en œuvre des solutions d'IA robustes et évolutives pour les systèmes critiques (comme les systèmes avioniques Mener la validation de l'IA et l'évaluation de bout en bout (End-to-End) pour satisfaire aux exigences d'un processus de certification.***Comprendre les problèmes de criticité et les traduire en actions d'évaluation technique et d'analyse d'erreurs pour valider le futur système basé sur l'IA.***Collaborer au sein de projets de R&D pour développer et évaluer l'IA open source pour des cas d'utilisation réels de l'aviation (STT, Traitement d'images, etc Aviation Safety et Certification Participer à l'analyse et à l'interprétation des cadres réglementaires de sécurité aérienne (par exemple, EASA, FAA et à l'exécution du flux de travail de certification lié à la validation de l'IA dans l'aviation.***Collaborer avec l'écosystème réglementaire européen (EASA, SESAR, EUROCONTROL) et les normes mondiales pour aborder les problèmes de certification spécifiques à l'intégration de l'IA dans l'aviation.***Collaboration et Communication Travailler en étroite collaboration avec des équipes transversales pour comprendre les besoins de l'entreprise et les traduire en solutions techniques.***Communiquer efficacement des concepts techniques complexes à des parties prenantes non techniques.***Les compétences qui comptent pour nous:***Formation académique Doctorat en informatique, spécialisé en IA, mathématiques et Deep Learning de préférence.***Licence ou Master en informatique, Data Science, Machine Learning, aéronautique ou dans un domaine connexe.***Expertise technique Expertise avérée dans le développement de l'IA et la compréhension des exigences des systèmes critiques.***Compétences en programmation Python, utilisant des frameworks clés tels que TensorFlow, PyTorch ou équivalent.***Connaissance approfondie des algorithmes de machine learning et des structures de données.***Expérience dans le développement de l'IA pour les systèmes embarqués.***Bonus : compréhension de l'IA dans l'aviation, y compris la normalisation de la sécurité aérienne et le rôle des organismes de réglementation (ex. : FAA, EASA Expérience Minimum 3 ans d'expérience pratique dans le développement de l'IA et l'optimisation du ML pour des cas d'utilisation critiques, y compris la vision par ordinateur et le STT.***Apprécié : Expérience dans le développement de l'IA pour des systèmes aéronautiques critiques pour la sécurité.***Compétences considérables en recherche, y compris la veille sur l'état de l'art de l'IA, le reporting et la mise en place d'un processus expérimental de bout en bout pour répondre aux besoins des solutions d'IA et aux exigences du système cible.***Maîtrise des bases de données, de Python et des services web.***As an international company, we work in a multicultural environment: an Advanced level in English is mandatory.***Airbus Protect c'est aussi Un management de proximité et à l'écoute***Un parcours de carrière adapté à vos aspirations (formation, plan de développement Accords sur la diversité, l'inclusion et le handicap***Prime d'intéressement et de participation***Plan d'actionnariat salarié et d'épargne salariale***Télétravail : Jusqu'à 3 jours par semaine***Politique de temps de travail adaptable à l'équilibre vie pro/perso (forfait jour réduit)***Congés calculés sur l'année civile, déblocage dès le 1er jour du contrat. Compte épargne temps***Valorisation de l'ancienneté (prime, congés)***Politique de mobilités durable vélo/covoiturage/80% des frais de transport en commun remboursés***Un CSE avantageux: chèques cadeaux, voyages et week end, enveloppe de remboursement personnel, billetterie***D'autres avantages à découvrir lors de nos futurs échanges Votre processus de recrutement Nous valorisons le contact humain. Afin de mieux vous connaître, voici les étapes habituelles de notre processus de recrutement après analyse de votre candidature Dossier de candidature à remplir envoyé par votre chargé(e) de recrutement.***Entretien technique avec le manager.***Entretien avec le/la Chargé(e) de Recrutement.***Un feedback personnalisé après le processus***Vous recherchez un poste avec une activité variée et de réelles opportunités d'évolution Venez vivre l'aventure Airbus Protect... On vous attend BUSafetyAP #JobAPFR #2to5YearsExp, #6to10YearsExp, #Over10YearsExp***This job requires an awareness of any potential compliance risks and a commitment to act wi","
CDI

Contrat travail
",unspecified,unspecified,unspecified,Unspecified,3 An(s),CDI,False
208HJHD,https://candidat.pole-emploi.fr/offres/recherche/detail/208HJHD,2026-05-15,"Offre d'emploi Docteur (PhD), Data Scientist au sein du Data Lab de Kernix (H/F) - 75 - PARIS - 208HJHD | France Travail",75 - PARIS,"Contexte
Kernix est une agence spécialisée dans le développement d'applications web qui s'appuie, depuis 2008, sur un centre de recherche en data science agréé par l'État : le Data Lab.

Les activités du Data Lab s'articulent autour de deux axes complémentaires :
- Recherche appliquée : développement de modèles algorithmiques répondant à des problématiques métiers concrètes (moteurs de recommandation e-commerce B2B, criblage pharmaceutique à haut débit, modèles de scoring assurantiel, optimisation d'hyperparamètres en finance, etc.).
- Recherche fondamentale : travaux continus de R&D, avec un focus particulier sur l'analyse et le traitement des données textuelles.

L'articulation entre recherche fondamentale et appliquée est au cœur de notre démarche. Face à l'hétérogénéité des données et à la complexité croissante des modèles, cette approche scientifique nous permet d'anticiper les évolutions du machine learning et de garantir la robustesse des solutions déployées chez nos clients.

Poste ouvert
Dans ce contexte, le Data Lab recrute un(e) docteur(e) en data science, statistiques ou mathématiques appliquées, avec une forte spécialisation en traitement automatique du langage naturel (TAL/NLP).

La personne recrutée interviendra directement sur nos travaux liés aux données textuelles et jouera un rôle clé dans la conception, l'expérimentation et l'industrialisation de solutions innovantes.

Missions
1) Recherche et développement
- Développer des méthodes avancées en data science, notamment autour des grands modèles de langage (LLM) et de l'apprentissage non supervisé.
- Concevoir et expérimenter des approches algorithmiques de clustering et de classification croisée semi-supervisée appliquées à des données textuelles complexes issues de contextes métiers variés (e-commerce, recherche documentaire, etc.).
- Contribuer à l'état de l'art et aux productions scientifiques du Data Lab (articles, conférences, veille).

2) Industrialisation et mise en production
- Transformer des prototypes de recherche en solutions robustes et opérationnelles.
- Concevoir des pipelines de traitement de données fiables et optimiser les performances des modèles.
- Participer au déploiement sur des infrastructures cloud (AWS, Azure) et assurer le suivi en production (robustesse, monitoring, amélioration continue).

3) Projets collaboratifs et transfert
- Assurer l'interface entre le Data Lab, les équipes d'ingénierie et les clients.
- Traduire des problématiques métiers en protocoles de recherche rigoureux.
- Contribuer à la structuration, à la documentation et à la valorisation des projets d'innovation.

4) Encadrement et diffusion scientifique
- Encadrer des data scientists juniors, alternants et stagiaires.
- Participer à des actions de formation et à la diffusion des connaissances en interne.

Profil recherché
- Doctorat en science des données/IA
- Bonne maîtrise des grands modèles de langage (LLM) et des approches d'apprentissage non supervisé (modèles de mélange, modèles à blocs latents) et semi-supervisé.
- Expertise solide en traitement automatique du langage naturel (NLP/TAL).
- Compétences avancées en Python et R, ainsi qu'en frameworks de data science (PyTorch, TensorFlow, scikit-learn, etc.).
- Expérience en conception et évaluation expérimentale de modèles (protocoles rigoureux, reproductibilité, benchmarks).
- Capacité à passer de la recherche à l'industrialisation (optimisation, mise en production, pipelines de données).
- Expérience de publication dans des conférences internationales de premier plan (type ACL, SIGIR, ICML, ICLR, EMNLP, etc.) fortement appréciée.
- Esprit analytique, rigueur scientifique et capacité à travailler sur des problématiques complexes.
- Bonnes compétences en communication pour interagir avec des équipes techniques et des interlocuteurs métiers.
- Connaissance des environnements cloud (AWS, Azure) appréciée.","
CDI

Contrat travail
","39H/semaine
Travail en journée",unspecified,unspecified,Kernix software,2 An(s),CDI,False
2690728,https://candidat.pole-emploi.fr/offres/recherche/detail/2690728,2026-05-15,"Offre d'emploi Data Scientist F/H - Système, réseaux, données (H/F) - 79 - Niort - 2690728 | France Travail",79 - Niort,"Descriptif du poste:
Rejoignez le Data Office du Groupe Macif !
La Data constitue un actif stratégique et représente aujourd'hui un enjeu majeur de
transformation pour le Groupe MACIF. Dans ce sens, le Data Office a été créé comme un véritable pivot stratégique et transverse aux métiers et aux fonctions support. Il coordonne la gouvernance data, porte les projets transverses data, valorise le patrimoine data et anime la communauté data.

Vous rejoindrez le pôle Connaissance Data Client et interviendrez en tant que Data Scientist au sein de l'équipe optimisation des Parcours Client pour détecter de nouveaux leviers de création de valeur et aider à la prise de décision afin d'optimiser l'expérience client, améliorer la performance commerciale.

Ainsi, vous aurez pour missions de :
. Valoriser les données pour produire des analyses métiers et des recommandations
. Construire différents ciblages de campagne en collaboration avec les équipes métiers sur la base d'exploitation de données multi-sources (CRM, interactions clients, navigation digitale...)
. Réaliser des analyses exploratoires avancées et identifier des insights business
. Aider à la prise de décision et à l'optimisation des performances de campagne (vision omnicanale) via la conception de modèles prédictifs notamment
. Développer des systèmes de recommandations personnalisées
. Modéliser les parcours clients cross-canal
. Synthétiser et vulgariser les informations pour les rendre accessibles aux partenaires métiers (data storytelling)
. Participer à la qualité, à la fiabilité et à l'enrichissement de nouvelles données orientées canaux digitaux ;interaction (notamment les données digitales, open data...)
. Comprendre le contexte et les enjeux business pour répondre au mieux aux besoins et attentes des métiers en proposant des solutions innovantes
. Travailler au sein d'une équipe projet pluridisciplinaire

Profil recherché:
. Bac +5 en école d'ingénieur ou master 2 avec une spécialisation en statistiques/data science
. Expérience d'au moins 6 ans sur des projets d'analyse de la donnée et de data science
. Maîtrise de SQL, Python
. Connaissance des outils tels que Dataiku et Tableau
. Connaissance Cloud (GCP)
. Capacité à communiquer ses analyses de manière claire avec une orientation décision
. Compréhension des enjeux et objectifs business CRM et marketing digital pour orienter en ce sens les travaux d'analyse","
CDI

Contrat travail
",unspecified,unspecified,unspecified,Macif,5 An(s),CDI,False
2690615,https://candidat.pole-emploi.fr/offres/recherche/detail/2690615,2026-05-15,"Offre d'emploi Alternance - Data Scientist F/H - Système, réseaux, données (H/F) - 92 - Courbevoie - 2690615 | France Travail",92 - Courbevoie,"Descriptif du poste:

Axima Réfrigération, entité d'EQUANS, est l'un des principaux acteurs français en réfrigération. Grâce à son réseau de plus de 80 agences et de près de 2300 collaborateurs répartis sur le territoire, Axima Réfrigération France intervient de manière réactive pour répondre aux besoins des clients en installation, maintenance et dépannage dans le domaine du Froid commercial et du Froid industriel.

 

Notre agence Courbevoie (92), recherche un Alternant Data Scientist H/F.

 

Rattaché(e) à l'équipe en charge de la performance énergétique et de l'innovation, vous participerez activement à l'application de la Data Science sur des cas concrets de l'industrie, avec un objectif clair : optimiser la performance énergétique des systèmes de réfrigération, fiabiliser les équipements et réduire leur impact environnemental.

 

Vos tâches seront :

 


* Exploiter la Data Science pour améliorer l'efficacité énergétique des systèmes de réfrigération industriels,

* Développer des solutions d'optimisation énergétique combinant IA, recherche opérationnelle et approches hybrides,

* Concevoir et entraîner des modèles de machine learning / deep learning pour modéliser et prédire le comportement des systèmes énergétiques,

* Analyser des données temporelles afin de contribuer à la maintenance prédictive et au pilotage de la performance opérationnelle.


 

On parle avantages ?

Nous vous proposons un package global de rémunération incluant :


* Un 13ème mois versé en 2 fois,

* Des paniers repas à hauteur de 12€ par jour (prise en charge à 60% par l'employeur),

* Une prime d'intéressement et de participation.


 

Et ce n'est pas tout :


* Chez Axima Réfrigération plus de 50% de nos alternants ont un contrat d'embauche au terme de leur alternance, 

* Vous pouvez bénéficier de formations internes (développement personnel et transition du métier),

* Actionnariat salarial,

* Avantages CSE.


 

Axima Réfrigération s'engage en faveur de l'insertion, la mixité, le soutien et l'accompagnement des juniors, seniors et personnes en situation de handicap.

 

Prêt à relever le défis ?

Profil recherché:

Vous préparez une formation Bac +5 (école d'ingénieur, Master ou équivalent) par la voie de l'apprentissage en Data Science, Informatique, Mathématiques Appliquées, Ingénierie de l'Énergie ou domaine connexe.

 

Vous disposez de solides bases en Python et Data Science (pandas, NumPy, scikit-learn, TensorFlow, Keras.) et vous avez un réel intérêt pour :

 


* l'efficacité énergétique,

* les enjeux climatiques,

* les systèmes industriels et de réfrigération.


 

Reconnu(e) pour votre esprit analytique, votre autonomie, votre rigueur et votre sens de l'organisation, vous appréciez le travail en équipe et êtes force de proposition face à des problématiques complexes et innovantes.

 ","
CDD - 12 Mois

Contrat apprentissage
",unspecified,unspecified,unspecified,Equans,Débutant accepté,CDD - 12 Mois,True
2687335,https://candidat.pole-emploi.fr/offres/recherche/detail/2687335,2026-05-15,"Offre d'emploi Data Analyst / Scientist - Marketing / Connaissance Client - F/H - Système, réseaux, données (H/F) - 92 - Levallois-Perret - 2687335 | France Travail",92 - Levallois-Perret,"Descriptif du poste:
L'entreprise accompagnée dans son recrutement CDI 



Rejoignez une grande agence internationale, leader du conseil et des technologies marketing.



Adossée à un grand groupe mondial leader dans la communication, la transformation digitale et l'expérience client, cette structure réunit plusieurs centaines de collaborateurs en France et intervient auprès de grandes marques sur des problématiques de fidélisation, segmentation client, performance marketing et optimisation des parcours utilisateurs.



Au sein du pôle Data & Customer Insight, vous participerez à des projets mêlant analytics, marketing et valorisation de la donnée afin d'aider les clients à mieux comprendre les comportements consommateurs et piloter leurs décisions business grâce à la data.



L'environnement favorise l'innovation, les approches data-driven et les collaborations pluridisciplinaires entre experts analytics, marketing, CRM et technologies digitales.



Les missions / rôles 



Vous intégrez une équipe spécialisée en data marketing et connaissance client, et intervenez sur des projets variés autour de l'analyse comportementale et de la valorisation des données marketing.



Vos responsabilités incluent notamment :


* Exploiter et croiser des données clients volumineuses afin d'identifier des insights stratégiques autour des comportements d'achat, de la fidélisation et de l'expérience client
* Concevoir des modèles analytiques orientés marketing : segmentation, scoring, prédiction de churn ou de ventes, analyse de sentiments et ciblage CRM
* Développer et industrialiser les traitements de données à l'aide de SQL, Python, SAS et d'outils analytics comme Dataiku
* Apporter du conseil auprès de grandes marques dans leurs décisions marketing grâce à des analyses concrètes et des recommandations à forte valeur business
* Collaborer avec des équipes pluridisciplinaires (Data, CRM, Marketing, Consulting) sur des projets data-driven innovants liés à la customer intelligence et à la performance marketingVous évoluerez dans un environnement orienté marketing, customer intelligence et exploitation concrète de la donnée au service de l'expérience client.


Profil recherché:
Ce client recherche avant tout un potentiel !

Une première expérience orientée Data Marketing suffit si à côté vous êtes capable de démontrer une forte sensibilité business et connaissance client.



Quelques pré-requis quand même :


* maîtrise de SQL ainsi qu'un environnement analytique / modelisation type Python, SAS, R, Dataiku ou équivalent
* À l'aise sur des sujets de segmentation, scoring, fidélisation, CRM analytics ou prédiction de comportements clients
* Curieux(se), orienté(e) conseil et capable d'échanger aussi bien avec des équipes techniques que métiers
* Anglais opérationnel (échanges réguliers)
Conditions de travail et avantages


* CDI au sein d'un groupe international reconnu dans les domaines du digital, de la data et du marketing
* Rémunération selon expérience : jusqu'à 47K€
* Télétravail hybride 2 jours / semaine
* Locaux accessibles facilement (Levallois Perret, proche metro 3)
* Projets variés pour de grandes marques nationales et internationales
* Environnement stimulant mêlant data, innovation et stratégie marketing
* Forte culture collaborative et travail avec des experts pluridisciplinaires
* Perspectives d'évolution au sein d'un écosystème internationalProcess de recrutement 


* Échange téléphonique avec un consultant Externatic (Hadrien)
* Entretien RH avec l'entreprise
* Rencontre avec le manager opérationnel accompagnée d'un test technique
* Test d'anglais 
* Entretien final avec la direction du pôle concernéExternatic s'engage à vous apporter un suivi rapide, transparent et personnalisé tout au long du processus.","
CDI

Contrat travail
",unspecified,unspecified,unspecified,Externatic,2 An(s),CDI,False
2685497,https://candidat.pole-emploi.fr/offres/recherche/detail/2685497,2026-05-15,Offre d'emploi Ingénieur data scientist f/h - France - 2685497 | France Travail,France,"Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou en partenariat, des positions de premier plan mondial ou européen sur ses marchés. 
Safran est la 2ème entreprise du secteur aéronautique et défense du classement « World's Best Companies 2024 » du magazine TIME.

Safran Electrical & Power est l'un des leaders mondiaux des systèmes électriques aéronautiques. La société est un acteur clé dans le domaine de l'électrification des équipements et de la propulsion électrique et hybride. Elle compte 14 000 collaborateurs répartis dans 13 pays.Descriptif missionvous contribuez dans un projet d'innovation centrés sur la donnée et les mathématiques/physique appliquées (Statistiques, Machine/Deep Learning), à l'analyse, le traitement et la restitution des données, 
o	Extraire les données nécessaires à l'analyse 
o	Définir des règles de gestion de nettoyage des bases de données,
o	Développer et implémenter des modèles d'algorithmes avancés à base de l'IA (ex : machine learning et le deep learning),
o	Analyser et interpréter des données.
o	Collaborer avec les équipes techniques et métiers pour identifier les meilleures solutions.
o	Assurer la performance et l'amélioration continue des modèles en production.","
CDI

Contrat travail
",Travail en journée,unspecified,unspecified,Unspecified,Débutant accepté,CDI,True
2673162,https://candidat.pole-emploi.fr/offres/recherche/detail/2673162,2026-05-15,Offre d'emploi  Data Scientist H/F - 75 - Paris - 2673162 | France Travail,75 - Paris,"SPIRICA, jeune société d'assurance, est une filiale du groupe Crédit Agricole Assurances qui conçoit, gère et commercialise des produits d'assurance vie épargne (contrats d'assurance vie multi supports / Euros, PERin, contrats de capitalisation). SPIRICA a réalisé en 2024, plus de 3 milliards d'Euros de collecte et détient 15 milliards d'Euros d'encours. En pleine croissance, elle compte aujourd'hui plus de 130 collaborateurs à Paris et Lyon.Dans le cadre de son développement, SPIRICA recherche un(e) data scientist en Contrat à Durée Indéterminée. En étroite collaboration avec la Direction de l’Innovation, le service Data, au sein de la Direction de l’Actuariat, IFRS 17 et Data, intervient comme un véritable laboratoire scientifique pour initier, développer, superviser et maintenir les projets Data et IA stratégiques de l’entreprise avec un fonctionnement souple en mode projet ; lui permettant ainsi d’adresser les cas d’usage avec une méthodologie précise : expérimenter, industrialiser, communiquer. Le service Data recherche donc un(e) candidat(e) qui agira comme un réel pilier sur l’ensemble des thématiques Data Science / IA. Au contact de toutes les directions de l’entreprise, il se verra confier des missions qu’il devra piloter et superviser de bout en bout. Il sera capable d’évoluer dans un environnement dynamique et n’hésitera pas à solliciter les différents interlocuteurs et référents pour faire avancer les projets dont il aura la responsabilité. Proactivité, polyvalence et esprit d’innovation seront les maîtres mots qui guideront le candidat à travers ses différentes missions et lui permettront de concevoir des outils stratégiques et à forte valeur ajoutée pour les métiers et la direction. A titre d’exemple, voici certains projets IA menés par la direction : Extraction automatique de données IBANExtraction automatique de données de pièces d’identitéExtraction automatique de données de justificatifs de domicileLecture de QR codes De manière plus générale, les missions confiées au candidat(e) seront : Concevoir des algorithmes appropriés / développer des modèles / briques IA pour répondre aux demandes des MétiersRéaliser des études de faisabilité pour de nouveaux cas d’usage IAMonitorer la performance des modèles existants. Optimiser et maintenir les modèlesParticiper à la communication sur les travaux menés par le service ainsi qu’aux différentes actions d’acculturationDocumenter les travaux menés, mettre à jour la documentationEffectuer une veille technologique en data science / IA. Identifier et évaluer les techniques émergentes en IA","
CDI

Contrat travail
",Travail en journée,unspecified,unspecified,Crédit agricole assurances,Débutant accepté,CDI,True
2677342,https://candidat.pole-emploi.fr/offres/recherche/detail/2677342,2026-05-15,Offre d'emploi Chargé·e de gestion des données scientifiques (F/H) (H/F) - 18 - Bourges - 2677342 | France Travail,18 - Bourges,"Notre client est une entreprise spécialisée dans les essais cliniques pharmaceutique / biologiques, intervenant dans des projets à forte valeur scientifique et réglementaire. Elle évolue dans un environnement exigeant, collaboratif et structuré, favorisant la qualité, la fiabilité des données et l'amélioration continue. Notre client offre un cadre de travail stimulant, des équipes pluridisciplinaires et des perspectives d'évolution dans un contexte international et innovant.Le Chargé.e de Gestion des données scientifiques F/H contribue activement à la fiabilité des processus d'archivage, au respect des exigences réglementaires et à l'optimisation continue des pratiques.A ce titre, vous devez :
Réaliser les opérations d'archivage physique et électronique conformément aux procédures internes
Garantir la conformité aux exigences réglementaires et aux bonnes pratiques applicables
Tenir à jour l'inventaire des documents et supports archivés
Assurer le contrôle des accès aux archives
Veiller à un stockage organisé, sécurisé et conforme aux conditions requises
Coordonner les activités des personnes impliquées dans l'archivage
Collaborer avec les équipes projets pour les opérations de clôture et de suivi des archives
Suivre les mouvements, transferts, prolongations ou éliminations des archives
Contrôler et documenter les paramètres environnementaux des espaces d'archivage
Participer aux audits et inspections internes ou externes
Rédiger, mettre à jour et améliorer les procédures d'archivage
Contribuer à l'optimisation des processus et outils de gestion documentaire
Contrat : CDI
Statut : Cadre
Lieu de travail : près de Bourges (18)
Rémunération : entre 35 K€ et 40 K€ brut annuel selon l'expérience
Environnement scientifique structuré et collaboratif
Poste à responsabilités avec impact sur la qualité et la conformitéRejoignez notre client et mettez vos compétences au service de projets passionnants dans le domaine des SCIENCES DE LA VIE en postulant dès aujourd'hui à ce poste de Chargé.e de Gestion des données scientifiques.","
CDI

Contrat travail
",unspecified,unspecified,unspecified,Unspecified,Débutant accepté,CDI,True
