id,url,date,title,location,description,info,horaires,salairemin,salairemax,entreprise,experience,contrat,debutant
2091968,https://candidat.pole-emploi.fr/offres/recherche/detail/2091968,2026-04-29,"Offre d'emploi Data Scientist - F/H - Système, réseaux, données (H/F) - 76 - Bernières - 2091968 | France Travail",76 - Bernières,"Descriptif du poste:

Dans le cadre de la réalisation d'un projet en assistance technique, nous recherchons un(e) Data Scientist pour l'un de nos clients du secteur pharmaceutique. Vous interviendrez sur le site client situé dans le département Seine-Maritime.

À ce titre, vos missions quotidiennes seront les suivantes :
- Développer en Python des algorithmes et scripts modulaires intégrables sur GCP, basés sur les modèles statistiques métiers ; 
- Automatiser les tâches répétitives et proposer des solutions simples, robustes et à forte valeur ajoutée ; 
- Mettre en place des scripts de collecte, structuration et ingestion des données issues des équipements industriels vers GCP ;
- Assurer le rôle de relais technique entre les équipes métiers, l'IT et la Data Factory, tout en développant des outils de visualisation et en contribuant à l'acculturation Data des équipes locales.

Profil recherché:
- Ingénieur(e) de formation, vous justifiez d'au minimum 6 ans d'expérience en data science / data engineering, en environnement industriel ou scientifique ;

- Vous avez également une expérience significative en développement Python appliqué à la manipulation et l'intégration de données ;

- Vous avez des compétences en ingestion, structuration et exploitation de données, ainsi qu'en automatisation de traitements ;

- Vous avez de bonnes connaissances des environnements cloud GCP (BigQuery, Cloud Functions) et des outils BI (Power BI, Streamlit) ;

- La maîtrise de l'anglais technique est requise pour ce projet.



Ce que nous cherchons avant tout, ce sont des personnalités qui participent au développement de DAVRICOURT et forment un réseau de talents interconnectés qui ne craint pas d'affirmer sa différence.

Vous êtes unique, nous sommes différents, rencontrons-nous!



LE DAVRIPACKAGE- Salaire compétitif

- Primes de participation et d'intéressement

- Épargne salariale

- Mutuelle et prévoyance

- Forfait Mobilité Durable

- Plateforme CE

- Actions de formation

- 1 jour par an offert pour une mission solidaire avec VENDREDI



INTÉRESSÉ(E) ?Si vous êtes arrivé(e) à la fin de cette offre, c'est qu'elle vous a forcément attirée, alors surtout n'hésitez pas à postuler ! En cas de doute, notre équipe recrutement saura répondre à vos questions.



L'offre d'emploi ne correspond pas tout à fait à vos compétences mais nos valeurs vous ressemblent et notre ambition vous motive ? Alors vous pouvez consulter l'ensemble de nos offres sur notre site



ET APRÈS ?



Notre processus de recrutement est simplifié : un seul entretien est prévu par nos équipes recrutement et commerciale à la suite duquel nous présentons votre profil au client.



NB : En l'absence de retour de la part de l'équipe recrutement sous 1 semaine, veuillez considérer que votre candidature n'a pas été retenue. Merci de votre compréhension.","
CDI

Contrat travail
",unspecified,unspecified,unspecified,Davricourt,5 An(s),CDI,False
2091356,https://candidat.pole-emploi.fr/offres/recherche/detail/2091356,2026-04-29,"Offre d'emploi Data Scientist - F/H - Système, réseaux, données (H/F) - 76 - Bolbec - 2091356 | France Travail",76 - Bolbec,"Descriptif du poste:

Dans le cadre de la réalisation d'un projet en assistance technique, nous recherchons un(e) Data Scientist pour l'un de nos clients du secteur pharmaceutique. Vous interviendrez sur le site client situé dans le département Seine-Maritime.



À ce titre, vos missions quotidiennes seront les suivantes :

- Développer en Python des algorithmes et scripts modulaires intégrables sur GCP, basés sur les modèles statistiques métiers ;  

- Automatiser les tâches répétitives et proposer des solutions simples, robustes et à forte valeur ajoutée ; 

- Mettre en place des scripts de collecte, structuration et ingestion des données issues des équipements industriels vers GCP ;

- Assurer le rôle de relais technique entre les équipes métiers, l'IT et la Data Factory, tout en développant des outils de visualisation et en contribuant à l'acculturation Data des équipes locales.

Profil recherché:

- Ingénieur(e) de formation, vous justifiez d'au minimum 6 ans d'expérience en data science / data engineering, en environnement industriel ou scientifique ;

- Vous avez également une expérience significative en développement Python appliqué à la manipulation et l'intégration de données ;

- Vous avez des compétences en ingestion, structuration et exploitation de données, ainsi qu'en automatisation de traitements ;

- Vous avez de bonnes connaissances des environnements cloud GCP (BigQuery, Cloud Functions) et des outils BI (Power BI, Streamlit) ;

- La maîtrise de l'anglais technique est requise pour ce projet.



Ce que nous cherchons avant tout, ce sont des personnalités qui participent au développement de DAVRICOURT et forment un réseau de talents interconnectés qui ne craint pas d'affirmer sa différence.

Vous êtes unique, nous sommes différents, rencontrons-nous!





LE DAVRIPACKAGE- Salaire compétitif

- Primes de participation et d'intéressement

- Épargne salariale

- Mutuelle et prévoyance

- Forfait Mobilité Durable

- Plateforme CE

- Actions de formation

- 1 jour par an offert pour une mission solidaire avec VENDREDI



INTÉRESSÉ(E) ?Si vous êtes arrivé(e) à la fin de cette offre, c'est qu'elle vous a forcément attirée, alors surtout n'hésitez pas à postuler ! En cas de doute, notre équipe recrutement saura répondre à vos questions.



L'offre d'emploi ne correspond pas tout à fait à vos compétences mais nos valeurs vous ressemblent et notre ambition vous motive ? Alors vous pouvez consulter l'ensemble de nos offres sur davricourt.com



ET APRÈS ?



Notre processus de recrutement est simplifié : un seul entretien est prévu par nos équipes recrutement et commerciale à la suite duquel nous présentons votre profil au client.



NB : En l'absence de retour de la part de l'équipe recrutement sous 1 semaine, veuillez considérer que votre candidature n'a pas été retenue. Merci de votre compréhension.","
CDI

Contrat travail
",unspecified,unspecified,unspecified,Davricourt,5 An(s),CDI,False
2090941,https://candidat.pole-emploi.fr/offres/recherche/detail/2090941,2026-04-29,"Offre d'emploi Data Scientist Senior F/H - Système, réseaux, données (H/F) - 75 - Paris 17e Arrondissement - 2090941 | France Travail",75 - Paris 17e Arrondissement,"Descriptif du poste:

Vos missions principales :
  Contribuer à la stratégie Data & IA d'Ovalo : formalisation de convictions, capitalisation des bonnespratiques, participation à la structuration de l'offre et partage d'expertise.
 Accompagner des missions à fort impact auprès de grands comptes : cadrage, compréhension des enjeux
métier, identification des cas d'usage et priorisation de la valeur.
 Concevoir, développer et évaluer des modèles de machine learning, deep learning ou IA générative selon
les besoins des projets.
 Travailler sur l'ensemble du cycle de vie Data Science : exploration, préparation de données, feature
engineering, modélisation, évaluation, mise en production et suivi de performance.
 Participer à l'industrialisation des modèles en lien avec les équipes Data Engineering, MLOps, IT, métiers et
architecture.
 Garantir la qualité, l'explicabilité, la traçabilité et la maintenabilité des approches proposées.
 Accompagner les équipes clients dans l'appropriation des solutions : restitution, pédagogie, documentation,
transfert de compétences.
 Contribuer à la veille technologique et méthodologique sur la Data Science, l'IA générative, le MLOps, la
gouvernance et les pratiques responsables de l'IA.

Profil recherché:

Votre profil :

Diplômé(e) d'une formation Bac+5 (école d'ingénieur, université ou équivalent), vous disposez de plus de 6
ans d'expérience en Data Science, idéalement acquise dans des environnements exigeants, orientés conseil,
produit ou grands comptes.

 Vous maîtrisez Python et les principaux écosystèmes Data Science : pandas, NumPy, scikit-learn,
notebooks, librairies de visualisation et outils de collaboration.
 Vous avez une solide expérience sur plusieurs familles de modèles : classification, régression, clustering,
séries temporelles, NLP, recommandation, optimisation ou deep learning.
 Vous êtes à l'aise avec les environnements cloud et data modernes : Azure, AWS ou GCP, bases
SQL/NoSQL, APIs, pipelines, Git, CI/CD ou outils MLOps.
 Vous savez passer d'un prototype à une solution exploitable, documentée, monitorée et compréhensible
par les parties prenantes.
 Vous avez le sens du conseil : capacité à cadrer un besoin, challenger une demande, vulgariser un sujet
complexe et embarquer des interlocuteurs métiers comme techniques.
 Vous appréciez les rôles de référent(e) : mentorat, relecture, partage de méthodes, amélioration continue et
contribution à une communauté d'expertise.

Ce qui fera la différence :

 Une expérience sur des cas d'usage IA générative, RAG, LLM, agents IA ou automatisation intelligente.
 Une sensibilité aux enjeux de gouvernance, qualité des données, sécurité, conformité, éthique et IA
responsable.
 Une première expérience de structuration d'une offre, d'un centre d'expertise, d'une communauté Data ou
de standards méthodologiques.
 Une capacité à prendre du recul, proposer une trajectoire et transformer des sujets complexes en plans
d'action clairs.","
CDI

Contrat travail
",unspecified,unspecified,unspecified,Ovalo,6 An(s),CDI,False
2089467,https://candidat.pole-emploi.fr/offres/recherche/detail/2089467,2026-04-29,"Offre d'emploi Data Scientist Confirmé F/H - Système, réseaux, données (H/F) - 92 - Issy-les-Moulineaux - 2089467 | France Travail",92 - Issy-les-Moulineaux,"Descriptif du poste:
Vous interviendrez au sein d'une Direction Data Science & IA directement rattachée aux enjeux de transformation de la banque de détail. Votre rôle ne se limitera pas à produire des analyses : vous serez un véritable partenaire des métiers, capable de transformer la donnée en décisions concrètes à fort impact.

A ce titre vous évoluerez sur des sujets stratégiques :

 
* Acquisition et conquête clients  
* Fidélisation et réduction du churn  
* Optimisation de la valeur client  
* Expérience omnicanale Avec une exposition directe aux équipes métiers et aux instances décisionnelles.

 Missions principales :

 
* Cadrer et challenger les besoins métiers      (marketing, distribution, expérience client)  
* Explorer, structurer et exploiter des      volumes de données complexes  
* Concevoir des modèles avancés      (segmentation, scoring, churn, etc.)  
* Produire des analyses actionnables et      orientées ROI  
* Contribuer à l'industrialisation des      modèles (Dataiku)  
* Présenter vos travaux à des      interlocuteurs métiers et top management Vous êtes attendu sur une posture hybride : technique + business + influence

Ce qui rend ce poste particulièrement intéressant :

 
* Un rôle au cœur des décisions      stratégiques (et non en support)  
* Une forte proximité avec les métiers  
* Des problématiques concrètes, à fort      impact business  
* Une volonté de faire évoluer la fonction      data vers plus de maturité et d'autonomie  
* Un environnement structuré mais avec un      réel besoin de prise d'initiative L'enjeu est clair : passer d'un rôle d'exécutant à un rôle de référent / challenger interne 



Environnement technique :

 
* Dataiku, SQL (indispensable)  
* Modélisation statistique & machine      learning (Random Forest, XGBoost, etc.)  
* Données clients volumineuses  
* Environnement structuré (type grand      groupe) 

Profil recherché:
Profil recherché :

 
* minimum 5 ans d'expérience en Data Science  
* Expérience en banque, assurance ou      conseil data  
* Solide socle en statistiques /      mathématiques  
* Forte capacité à lier technique et enjeux      business  
* À l'aise dans des environnements      exigeants et structurés Soft skills clés :

 
* Esprit critique et capacité à challenger  
* Autonomie et proactivité  
* Capacité à vulgariser et convaincre","
CDI

Contrat travail
",unspecified,unspecified,unspecified,Aptic,Débutant accepté,CDI,True
2086493,https://candidat.pole-emploi.fr/offres/recherche/detail/2086493,2026-04-29,Offre d'emploi Data scientist F/H h/f - 38 - Grenoble - 2086493 | France Travail,38 - Grenoble,"Data scientist F/H &lt;br /&gt;Description de poste&lt;br /&gt;Big Data, Data Science, Data analyse, Data architecture, IA ... Ça n'a pas de secret pour vous? &lt;br /&gt;Que vous commenciez votre carrière professionnelle ou que vous soyez spécialiste de l'une de ces disciplines, intégrer notre communauté Data, c'est l'assurance de progresser, innover, partager, vous certifier et rendre service à nos clients.&lt;br /&gt;Si vous souhaitez intégrer nos équipes à Grenoble et accompagner les plus grands acteurs du secteur bancaire, cette annonce est susceptible de vous intéresser. &lt;br /&gt;Environnement projet: Rejoignez une équipe Data &amp; IA en pleine accélération au sein d'un acteur bancaire majeur, engagée dans une transformation ambitieuse à horizon 2027.&lt;br /&gt;Basé à Grenoble, vous intégrez le service Data Management &amp; Intelligence Artificielle, un pôle récent et en forte croissance, au cœur des enjeux stratégiques autour de la donnée, de la Data Science et de l'IA. Dans ce contexte dynamique, vous intervenez sur des projets concrets, directement connectés aux métiers, avec une forte visibilité et un impact réel sur l'organisation.&lt;br /&gt;Ce poste s'adresse à un Data Scientist expérimenté (5 à 8 ans d'expérience) souhaitant aller au-delà de la modélisation pure pour contribuer à la diffusion de la Data Science et l'IA à l'échelle de l'entreprise : conception de cas d'usage, industrialisation, accompagnement des métiers et acculturation. Les cas d'usage recouvrent du prédictif, de la recommandation, du NLP. &lt;br /&gt;Fonctions et responsabilités&lt;br /&gt;Vous évoluez dans une équipe à taille humaine, collaborative, avec une forte culture de partage et d'amélioration continue, et intervenez sur des sujets innovants tels que le Machine Learning, le Deep-Learning et les LLM appliqués.&lt;br /&gt;Vous jouez un rôle clé à la fois comme expert technique, chef de projet et facilitateur entre les équipes data et les métiers.&lt;br /&gt;Au cœur des projets Data Science et IA, vous serez amené à :&lt;br /&gt;- Piloter et réaliser des projets de data science de bout en bout : cadrage métier, data préparation, modélisation, visualisation, déploiement et monitoring &lt;br /&gt;- Concevoir, développer et industrialiser des modèles avancés (ML, DL, LLM) &lt;br /&gt;- Participer à des projets innovants autour des LLM, agents et assistants IA, y compris leur intégration dans les usages métiers &lt;br /&gt;- Contribuer à la mise en place et à l'évolution de l'environnement technique (notamment GCP) et des bonnes pratiques de gestion de projet &lt;br /&gt;- Assurer la maintenance et la robustesse des solutions déployées (MCO, monitoring, amélioration continue) &lt;br /&gt;- Accompagner les métiers dans l'appropriation de la data et de l'IA : ateliers, acculturation, aide à l'idéation et au prompt engineering &lt;br /&gt;- Contribuer activement à la vie de l'équipe : partage de connaissances, coaching (notamment d'étudiants), amélioration continue &lt;br /&gt;En nous rejoignant, vous bénéficiez notamment des avantages suivants :&lt;br /&gt;- Offre complète de formations : techniques, métiers, développement personnel&lt;br /&gt;- Qualité de vie au travail : jusqu'à 3 jours de télétravail par semaine, 27 jours de congés payés, RTT, congés ancienneté et enfant malade, programme santé &amp; bien-être&lt;br /&gt;- Avantages sociaux : régime d'achats d'actions, participation, PEE, Compte Epargne Temps&lt;br /&gt;Et bien d'autres encore ! &lt;br /&gt;Qualités requises pour réussir dans ce rôle&lt;br /&gt;De formation Bac+5 (école d'Ingénieurs ou Université), vous avez une expérience d'au moins 5 ans en Data Science.&lt;br /&gt;Vos compétences sont les suivantes :&lt;br /&gt;- Expérience en data science (5+ ans) et maîtrise des approches ML/DL et intérêt pour les LLM&lt;br /&gt;- Maîtrise en Python et SQL et appétence pour les environnement cloud (GCP serait un plus)&lt;br /&gt;- Capacité à prendre en charge un projet de bout en bout &lt;br /&gt;- Aptitude à comprendre les enjeux métiers et à les traduires en solutions data pertinentes&lt;br /&gt;- Sensibilité aux enjeux réglementaire (RGPD, IA Act, sécurité) et à l'éthique de l'IA&lt;br /&gt;Le poste requiert aussi :&lt;br /&gt;- Aisance relationnelle : capacité à vulgariser, animer des ateliers et embarquer des interlocuteurs non techniques&lt;br /&gt;- Esprit d'initiative, autonomie et capacité à évoluer dans un environnement en construction&lt;br /&gt;- Goût pour le travail en équipe, le partage et l'amélioration continue&lt;br /&gt;- Une connaissance du secteur bancaire serait un plus&lt;br /&gt;CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l'évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+.&lt;br /&gt;Notre engagement en faveur de la di","
CDI

Contrat travail
",unspecified,unspecified,unspecified,Unspecified,Expérience exigée,CDI,False
2084587,https://candidat.pole-emploi.fr/offres/recherche/detail/2084587,2026-04-29,Offre d'emploi Data Scientist (F/H) en alternance (H/F) - 92 - Villeneuve-la-Garenne - 2084587 | France Travail,92 - Villeneuve-la-Garenne,"Rejoignez Carrefour et participez à une aventure qui fait la différence !

Nous avons une mission simple : rendre le meilleur accessible à tous, tout en nous engageant pour une distribution responsable. Cela ouvre la porte à de nombreux projets innovants et à des opportunités passionnantes pour nos équipes.

Travailler chez Carrefour, c'est avant tout un esprit d'équipe. Que vous soyez dans le commerce, l'expertise ou l'entrepreneuriat, chacun apporte ses compétences pour créer ensemble une chaîne de valeur au service de nos clients. Que vous soyez au contact direct des consommateurs ou en coulisses, votre rôle est essentiel et vous pourrez toujours compter sur le soutien de vos collègues.

Chez nous, vous pourrez aller loin. L'envie d'apprendre et de progresser est tout ce qu'il vous faut pour nous rejoindre. Nous offrons des formations, des possibilités d'évolution, de promotion, et même de créer votre propre magasin en franchise.

Enfin, nous partageons nos succès avec nos collaborateurs. En retour de votre engagement, nous offrons une rémunération attractive, des avantages parmi les meilleurs du secteur et un environnement qui veille à la santé et au bien-être de tous.

Envie de grandir avec nous ? Rejoignez Carrefour !

Carrefour Livré Chez Vous recherche pour son entrepôt un(e) :

Data Scientist (F/H) en alternance

Vous intégrez notre équipe Opérations E-Commerce, qui est chargée de l'approvisionnement, la préparation et le transport des commandes pour nos clients. Plus spécifiquement, vous serez rattaché à l'équipe Méthodes, Process et Qualité qui est chargée d'impulser les process et bonnes pratiques à appliquer pour garantir la meilleure expérience à nos clients.

vous aurez pour missions :

 * Faire le lien entre les données des différents services
 * Cerner et analyser les besoins métiers
 * Appliquer des solutions de data science sur des cas d'usages précis (NPS, remontées clients, outil de slotting - implantation du site etc.)
 * Participer à la mise en œuvre du POC à la mise en production
 * Travailler avec différents profils responsables méthodes process et qualité, responsables d'exploitation et transport, Correspondants entrepôts logistique pour les site prestés.
Assurer le monitoring des modèles en production.
 * Contribuer au développement et à l'amélioration des outils data interne.

Au cours de cette mission, vous aurez l'occasion de participer aux innovations du Groupe Carrefour à travers l'exploration de sources de données très riches, d'établir des modèles de scoring, et de contribuer à l'innovation du Groupe Carrefour.

Les avantages de Carrefour :

 * Une rémunération sur 13,5 mois
 * Intéressement + participation
 * Mutuelle/prévoyance
 * Offres CSE
 * 10% de remise sur achat dans nos enseignes Carrefour (selon contrat et ancienneté)

Chez Carrefour, nous avons à cœur de ne passer à côté d'aucun talent et sommes fiers de compter des équipes représentatives de la société dans son ensemble.

Nous encourageons ainsi tous types de profils à postuler à cette offre et garantissons un processus de recrutement dénué de toutes formes de discriminations.

Vous souhaitez rejoindre une équipe dynamique. Postulez !

Retrouvez les témoignages de nos collaborateurs sur notre site : https://recrute.carrefour.fr
* Vous avez une formation en Data Science Bac + 5
Python, R et SQL rythment votre quotidien
Les outils de data visualisation n'ont plus de secret pour vous
 * Connaissance et expertise des modèles analytiques avancés (machine
learning &amp; deep learning)
 * Notions des différents modèles d'hébergement des données et de leur exploitation (Cloud, Cloudera, etc)
 * Vous deveza faire preuve d'une rigueur hors pair, mais aussi d'enthousiasme à l'idée de travailler en équipe, dans un écosystème
entrepôt.
 * Force de propositions et bonne humeur sont indispensables.","
CDD - 24 Mois

Contrat travail
",35H/semaine,unspecified,unspecified,Unspecified,Débutant accepté,CDD - 24 Mois,True
2084417,https://candidat.pole-emploi.fr/offres/recherche/detail/2084417,2026-04-29,Offre d'emploi Data Scientist - (H/F) - 76 - Rouen - 2084417 | France Travail,76 - Rouen,"Créée en 2011, DAVRICOURT est une société de conseil à taille humaine, spécialisée dans le recrutement et la prestation d'ingénieurs et de techniciens dans les secteurs automobile, ferroviaire, naval, aéronautique, défense, énergie, grande distribution, sciences de la vie, et du numérique.
 
Répartis sur 6 agences en France, notre ambition est de proposer des solutions techniques de haute qualité, tout en plaçant l'humain et l'engagement au cœur de nos priorités. En intégrant notre équipe, vous aurez l'opportunité de travailler sur des projets variés et innovants dans des domaines d'expertise tels que l'ingénierie mécanique, électronique, software embarqué, industrialisation et gestion de projet. Vous évoluerez dans une entreprise dynamique, où l'esprit d'équipe et la proximité sont essentiels.
 
Nous mettons en place un accompagnement sur-mesure, aligné avec nos engagements RSE et notre raison d'être : « Révéler les talents de l'industrie et du numérique pour les rendre acteurs d'un monde plus responsable ». 
 
Labellisés « Positive Company 3*», certifiés ISO9001 et MASE pour un management de la qualité et de la sécurité au travail, nous avons à cœur d'intégrer toutes nos parties prenantes dans notre démarche RSE et d'impliquer nos collaborateurs en leur proposant d'agir auprès d'associations. 
 
Rejoignez-nous pour donner un nouvel élan à votre carrière et (re)donner du sens à votre travail !

Le poste : 

Dans le cadre de la réalisation d'un projet en assistance technique, nous recherchons un(e) Data Scientist pour l'un de nos clients du secteur pharmaceutique. Vous interviendrez sur le site client situé dans le département Seine-Maritime.

À ce titre, vos missions quotidiennes seront les suivantes :
- Développer en Python des algorithmes et scripts modulaires intégrables sur GCP, basés sur les modèles statistiques métiers ;  
- Automatiser les tâches répétitives et proposer des solutions simples, robustes et à forte valeur ajoutée ; 
- Mettre en place des scripts de collecte, structuration et ingestion des données issues des équipements industriels vers GCP ;
- Assurer le rôle de relais technique entre les équipes métiers, l'IT et la Data Factory, tout en développant des outils de visualisation et en contribuant à l'acculturation Data des équipes locales.

Profil recherché : 

- Ingénieur(e) de formation, vous justifiez d'au minimum 6 ans d'expérience en data science / data engineering, en environnement industriel ou scientifique ;
- Vous avez également une expérience significative en développement Python appliqué à la manipulation et l'intégration de données ;
- Vous avez des compétences en ingestion, structuration et exploitation de données, ainsi qu'en automatisation de traitements ;
- Vous avez de bonnes connaissances des environnements cloud GCP (BigQuery, Cloud Functions) et des outils BI (Power BI, Streamlit) ;
- La maîtrise de l'anglais technique est requise pour ce projet.

Ce que nous cherchons avant tout, ce sont des personnalités qui participent au développement de DAVRICOURT et forment un réseau de talents interconnectés qui ne craint pas d'affirmer sa différence.
Vous êtes unique, nous sommes différents, rencontrons-nous!


LE DAVRIPACKAGE- Salaire compétitif
- Primes de participation et d'intéressement
- Épargne salariale
- Mutuelle et prévoyance
- Forfait Mobilité Durable
- Plateforme CE
- Actions de formation
- 1 jour par an offert pour une mission solidaire avec VENDREDI

INTÉRESSÉ(E) ?Si vous êtes arrivé(e) à la fin de cette offre, c'est qu'elle vous a forcément attirée, alors surtout n'hésitez pas à postuler ! En cas de doute, notre équipe recrutement saura répondre à vos questions.

L'offre d'emploi ne correspond pas tout à fait à vos compétences mais nos valeurs vous ressemblent et notre ambition vous motive - Alors vous pouvez consulter l'ensemble de nos offres sur davricourt.com

ET APRÈS ?

Notre processus de recrutement est simplifié : un seul entretien est prévu par nos équipes recrutement et commerciale à la suite duquel nous présentons votre profil au client.

NB : En l'absence de retour de la part de l'équipe recrutement sous 1 semaine, veuillez considérer que votre candidature n'a pas été retenue. Merci de votre compréhension.","
CDI

Contrat travail
",Travail en journée,unspecified,unspecified,Unspecified,5 An(s),CDI,False
2079200,https://candidat.pole-emploi.fr/offres/recherche/detail/2079200,2026-04-29,Offre d'emploi Consultant Data Scientist H/F - 69 - Lyon - 2079200 | France Travail,69 - Lyon,"Description du Poste Votre futur équipe Rejoignez dès maintenant les équipes digitales d’Assystem, sous la responsabilité de Carole, Responsable d’activité. Dans le cadre du développement de nos activités digitales dans la région de Lyon, nous recherchons un(e) Consultant(e) Data Scientist pour rejoindre notre équipe Expertise IA/Data et contribuer à des projets stratégiques dans le secteur du nucléaire. Vos principales missions sont les suivantes : Cadrage des besoins Data/IA : Identifier et formaliser les besoins auprès des métiers, en lien avec les enjeux de gouvernance et valorisation des données. Spécifications fonctionnelles : Définir les solutions IA à mettre en place, en cohérence avec les standards et règles de qualité des données. Développement IA : Concevoir et implémenter des fonctionnalités IA sur des cas d’usage métiers validés (modèles prédictifs, optimisation, etc.). Livrables et documentation : Rédiger les livrables associés aux cas d’usage et assurer une documentation complète pour faciliter la mise en production. Grâce à votre expertise, vous garantissez une gestion optimale des données et contribuez activement à leur mise en valeur pour améliorer la performance et la transformation digitale des entreprises. Pourquoi rejoindre la communauté des Switchers ? Rejoignez la communauté des Switchers et faites partie d’une aventure digitale passionnante au cœur de l’industrie nucléaire ! Plus de 55 ans d’expérience dans le nucléaire et positionné dans le top 3 des plus grandes entreprises d’ingénierie nucléaire. Participer à des projets stimulants avec un véritable impact sociétal. De nombreuses opportunités de carrière avec 70% de nos managers issus de la promotion interne. Profil Les prérequis pour réussir : De formation Bac+5 de type école d’ingénieur ou de commerce et justifiez d’au moins trois années d’expérience dans des projets Data/IA , idéalement orientés vers les modèles LLM et le traitement de données métier. Vous maîtrisez Python et ses bonnes pratiques, ainsi que les concepts de prompt engineering et la librairie pydantic_ai pour développer des applications avancées. Une expertise en gouvernance et modélisation des données, ainsi que la maîtrise des outils BI tels que Power BI et SQL et le catalogage, sont indispensables. Doté(e) d’une excellente compréhension des problématiques métiers et réglementaires, vous savez cadrer les besoins, piloter des sujets techniques et assurer la qualité des livrables. Vous êtes autonome, force de proposition et reconnu(e) pour votre sens du relationnel, capable de vous adapter à tout type d’interlocuteur. Vous disposez de solides compétences en analyse et synthèse, et idéalement d’une bonne maîtrise de l’anglais à l’oral et à l’écrit . Nous nous engageons au respect de l’égalité de traitement entre les candidats, et célébrons toutes les formes de diversité. Chez Assystem, seules les compétences comptent ! Si vous souhaitez porter à la connaissance d’Assystem une quelconque situation ou des besoins spécifiques, n’hésitez pas vous serez accompagné(e) !","
CDI

Contrat travail
",Travail en journée,unspecified,unspecified,Unspecified,Expérience exigée,CDI,False
2066329,https://candidat.pole-emploi.fr/offres/recherche/detail/2066329,2026-04-29,Offre d'emploi Data Scientist IA générative/agentique F/H (H/F) - 93 - Saint-Denis - 2066329 | France Travail,93 - Saint-Denis,"Vous avez envie de rejoindre une Direction au cœur de l'actualité et des enjeux énergétiques d'aujourd'hui et de demain ? La Direction Optimisation Amont-Aval et Trading (DOAAT) est faite pour vous ! Nous sommes en effet responsables de l'équilibre entre l'offre et la demande d'électricité pour EDF, 365 j / 365 et 24h/24, au meilleur coût possible et en minimisant les risques. Notre activitla fois stratégique et opérationnelle, sécurise donc les résultats financiers du Groupe dans un contexte d'interfaces variés et d'agilité. Au sein de la DOAAT, le service SoDATA joue un rôle clé dans la valorisation des données et l'accélération de la transformation numérique.Concrètement, SoDATA c'est : ? Produire des reportings de référence pour la DOAAT, le Groupe EDF et des partenaires institutionnels (CRE, INSEE, Eurostat, WANO.)? Apporter une expertise métier transverse et accompagner la mise en œuvre opérationnelle des évolutions réglementaires? Développer des modèles de data science et d'IA pour améliorer l'optimisation et les processus métiers? Garantir la performance à l'état de l'art et la fiabilité des modèles de prévision clés?️ Piloter le patrimoine de données de la DOAAT pour en faciliter l'accès, la capitalisation et la valorisation Le succès de SoDATA repose sur une collaboration étroite avec l'ensemble des services de la DOAAT, la R&D, les directions métiers et l'écosystème data et transformation numérique du Groupe EDF. ? Votre futur rôle en tant que Data Scientist IA Vous interviendrez sur des projets à forte valeur ajoutée autour de l'IA générative et de l'IA agentique. Vos missions principales : ? Développer des agents conversationnelsConcevoir des chatbots facilitant l'accès aux informations internes de la DOAATCréer des agents spécialisés pour répondre à des besoins métiers spécifiques et améliorer l'efficacité opérationnelle? Concevoir des systèmes multi-agents capables notamment de :Analyser des enregistrements audios pour un pré-contrôle d'éléments transmis à des tiers (ex. enquêtes CRE) et permettre des interrogations cibléesAutomatiser une partie du processus de gestion des incidentsDévelopper un assistant data intelligent pour le requêtage, la visualisation et l'orchestration de plusieurs agents spécialisés ? Challenger les solutions développéesAméliorer en continu la précision, la robustesse et la capacité de généralisation des systèmes Alors partant / partante ?","
CDI

Contrat travail
",unspecified,unspecified,unspecified,Unspecified,Débutant accepté,CDI,True
2061261,https://candidat.pole-emploi.fr/offres/recherche/detail/2061261,2026-04-29,Offre d'emploi Data Scientist confirmé (H/F) - 44 - Nantes - 2061261 | France Travail,44 - Nantes,"Rejoignez une aventure qui a du sens !   Ce que vous allez faire si vous nous rejoignez :Sous la responsabilité du Responsable Data / IA, vous interviendrez sur les tâches suivantes : Collecter et préparer les données :  Extraire, nettoyer et organiser les données provenant de diverses sources Assurer la qualité et l’intégrité des données   Analyser et modéliser :  Développer des modèles de Machine Learning, Deep Learning, LLM ou IA Générative Implémenter et industrialiser des solutions via des pipelines de traitement de données à grande échelle Évaluer les problématiques métier et démontrer la valeur des modèles via l’analyse exploratoire des données   Visualiser et communiquer :  Créer des visualisations de données claires et informatives Présenter les résultats et recommandations aux parties prenantes de manière compréhensible   Collaborer avec les équipes techniques :  Intégrer les modèles dans les systèmes existants en appliquant les bonnes pratiques MLOps Participer à l’intégration et au déploiement continu des modèles   Assurer une veille technologique en matière d’IA Proposer des améliorations continues et optimiser la performance des algorithmes","
CDI

Contrat travail
",Travail en journée,unspecified,unspecified,Unspecified,3 An(s),CDI,False
